CASE,WORK,SENT-ADDR,TOK-ADDR,LEM,TYPEA,TYPEB,SENTLEN,WORKLEN
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|84,/harrington/6043/lattb.6043.1.tb.xml|84|1,ergo,causal,para,29,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|84,/harrington/6043/lattb.6043.1.tb.xml|84|3,do,main,main,29,13223
3,Sati,/harrington/6043/lattb.6043.1.tb.xml|84,/harrington/6043/lattb.6043.1.tb.xml|84|16,ingredior,main,main,29,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|86,/harrington/6043/lattb.6043.1.tb.xml|86|1,tento,main,main,12,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|86,/harrington/6043/lattb.6043.1.tb.xml|86|12,scindo,main,main,12,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|87,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,quotiens,temporal,hypo,11,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|88,/harrington/6043/lattb.6043.1.tb.xml|88|4,exspecto,main,main,9,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|88,/harrington/6043/lattb.6043.1.tb.xml|88|5,spargo,main,main,9,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|89,/harrington/6043/lattb.6043.1.tb.xml|89|1,hic,spatial,para,9,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|89,/harrington/6043/lattb.6043.1.tb.xml|89|6,hic,spatial,para,9,13223
3,Sati,/harrington/6043/lattb.6043.1.tb.xml|89,/harrington/6043/lattb.6043.1.tb.xml|89|8,niteo,main,main,9,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|90,/harrington/6043/lattb.6043.1.tb.xml|90|7,surgo,main,main,12,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|90,/harrington/6043/lattb.6043.1.tb.xml|90|10,rapio,main,main,12,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|91,/harrington/6043/lattb.6043.1.tb.xml|91|4,venio,main,main,11,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|91,/harrington/6043/lattb.6043.1.tb.xml|91|10,venio,main,main,11,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|92,/harrington/6043/lattb.6043.1.tb.xml|92|11,sufficio,main,main,9,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|93,/harrington/6043/lattb.6043.1.tb.xml|93|4,consto,main,main,7,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|94,/harrington/6043/lattb.6043.1.tb.xml|94|3,igitur,causal,para,6,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|94,/harrington/6043/lattb.6043.1.tb.xml|94|6,habeo,directsp,main,6,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|95,/harrington/6043/lattb.6043.1.tb.xml|95|4,transeo,main,main,4,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|96,/harrington/6043/lattb.6043.1.tb.xml|96|17,subtexo,main,main,28,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|96,/harrington/6043/lattb.6043.1.tb.xml|96|31,canto,main,main,28,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|97,/harrington/6043/lattb.6043.1.tb.xml|97|2,enim,causal,para,16,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|97,/harrington/6043/lattb.6043.1.tb.xml|97|13,adhuc,temporal,para,16,13223
3,Sati,/harrington/6043/lattb.6043.1.tb.xml|97,/harrington/6043/lattb.6043.1.tb.xml|97|1,disto,main,main,16,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|98,/harrington/6043/lattb.6043.1.tb.xml|98|5,fio,main,main,15,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|98,/harrington/6043/lattb.6043.1.tb.xml|98|15,fio,main,main,15,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|99,/harrington/6043/lattb.6043.1.tb.xml|99|3,enim,causal,para,3,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|102,/harrington/6043/lattb.6043.1.tb.xml|102|3,do,main,main,6,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|104,/harrington/6043/lattb.6043.1.tb.xml|104|1,paeniteo,main,main,13,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|105,/harrington/6043/lattb.6043.1.tb.xml|105|4,video,main,main,11,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|107,/harrington/6043/lattb.6043.1.tb.xml|107|13,tunc,temporal,para,18,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|107,/harrington/6043/lattb.6043.1.tb.xml|107|6,canto,main,main,18,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|108,/harrington/6043/lattb.6043.1.tb.xml|108|5,caedo,main,main,14,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|109,/harrington/6043/lattb.6043.1.tb.xml|109|7,affero,main,main,11,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|110,/harrington/6043/lattb.6043.1.tb.xml|110|4,hic,spatial,para,21,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|110,/harrington/6043/lattb.6043.1.tb.xml|110|10,sum,main,main,21,13223
3,Sati,/harrington/6043/lattb.6043.1.tb.xml|110,/harrington/6043/lattb.6043.1.tb.xml|110|19,praemordeo,main,main,21,13223
4,Sati,/harrington/6043/lattb.6043.1.tb.xml|110,/harrington/6043/lattb.6043.1.tb.xml|110|24,frango,main,main,21,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|111,/harrington/6043/lattb.6043.1.tb.xml|111|7,inde,mixed,para,56,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|111,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,dummodo,temporal,hypo,56,13223
3,Sati,/harrington/6043/lattb.6043.1.tb.xml|111,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,dummodo,temporal,hypo,56,13223
4,Sati,/harrington/6043/lattb.6043.1.tb.xml|111,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,56,13223
5,Sati,/harrington/6043/lattb.6043.1.tb.xml|111,/harrington/6043/lattb.6043.1.tb.xml|111|1,cedo,main,main,56,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|113,/harrington/6043/lattb.6043.1.tb.xml|113|30,dum,temporal,para,50,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|113,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,dum,temporal,hypo,50,13223
3,Sati,/harrington/6043/lattb.6043.1.tb.xml|113,/harrington/6043/lattb.6043.1.tb.xml|113|4,in-pono,main,main,50,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|114,/harrington/6043/lattb.6043.1.tb.xml|114|1,exigo,main,main,13,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|115,/harrington/6043/lattb.6043.1.tb.xml|115|1,exigo,main,main,13,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|116,/harrington/6043/lattb.6043.1.tb.xml|116|2,sum,main,main,12,13223
1,Sati,/harrington/6043/lattb.6043.1.tb.xml|117,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,14,13223
2,Sati,/harrington/6043/lattb.6043.1.tb.xml|117,/harrington/6043/lattb.6043.1.tb.xml|117|9,cum,temporal,hypo,14,13223
3,Sati,/harrington/6043/lattb.6043.1.tb.xml|117,/harrington/6043/lattb.6043.1.tb.xml|117|4,inquam,main,main,14,13223
4,Sati,/harrington/6043/lattb.6043.1.tb.xml|117,/harrington/6043/lattb.6043.1.tb.xml|117|6,curo,directsp,main,14,13223
5,Sati,/harrington/6043/lattb.6043.1.tb.xml|117,/harrington/6043/lattb.6043.1.tb.xml|117|14,accipio,directsp,main,14,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|1,/harrington/6044/lattb.6044.1.tb.xml|1|1,ultra,mixed,para,19,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|1,/harrington/6044/lattb.6044.1.tb.xml|1|4,hinc,mixed,para,19,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|1,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,quotiens,temporal,hypo,19,13223
4,Sati,/harrington/6044/lattb.6044.1.tb.xml|1,/harrington/6044/lattb.6044.1.tb.xml|1|5,libet,main,main,19,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|5,/harrington/6044/lattb.6044.1.tb.xml|5|2,enim,causal,para,7,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|5,/harrington/6044/lattb.6044.1.tb.xml|5|5,abundo,main,main,7,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|6,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,9,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|6,/harrington/6044/lattb.6044.1.tb.xml|6|1,castigo,main,main,9,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|7,/harrington/6044/lattb.6044.1.tb.xml|7|9,promitto,main,main,19,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|7,/harrington/6044/lattb.6044.1.tb.xml|7|16,caedo,main,main,19,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|9,/harrington/6044/lattb.6044.1.tb.xml|9|2,ergo,causal,para,6,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|10,/harrington/6044/lattb.6044.1.tb.xml|10|4,imputo,main,main,10,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|11,/harrington/6044/lattb.6044.1.tb.xml|11|8,do,main,main,9,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|13,/harrington/6044/lattb.6044.1.tb.xml|13|7,vereor,main,main,5,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|14,/harrington/6044/lattb.6044.1.tb.xml|14|3,aio,main,main,6,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|15,/harrington/6044/lattb.6044.1.tb.xml|15|3,derideo,main,main,6,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|16,/harrington/6044/lattb.6044.1.tb.xml|16|2,fero,main,main,6,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|17,/harrington/6044/lattb.6044.1.tb.xml|17|5,misceo,main,main,30,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|18,/harrington/6044/lattb.6044.1.tb.xml|18|3,nuper,temporal,para,31,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|18,/harrington/6044/lattb.6044.1.tb.xml|18|10,tunc,temporal,para,31,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|18,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,31,13223
4,Sati,/harrington/6044/lattb.6044.1.tb.xml|18,/harrington/6044/lattb.6044.1.tb.xml|18|2,sum,main,main,31,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|19,/harrington/6044/lattb.6044.1.tb.xml|19|3,igitur,causal,para,14,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|19,/harrington/6044/lattb.6044.1.tb.xml|19|10,contemno,main,main,14,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|19,/harrington/6044/lattb.6044.1.tb.xml|19|14,remordeo,main,main,14,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|20,/harrington/6044/lattb.6044.1.tb.xml|20|12,nunc,temporal,para,14,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|20,/harrington/6044/lattb.6044.1.tb.xml|20|2,fero,main,main,14,13223
4,Sati,/harrington/6044/lattb.6044.1.tb.xml|20,/harrington/6044/lattb.6044.1.tb.xml|20|18,dormio,directsp,main,14,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|22,/harrington/6044/lattb.6044.1.tb.xml|22|1,habeo,directsp,main,10,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|22,/harrington/6044/lattb.6044.1.tb.xml|22|9,cado,directsp,main,10,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|23,/harrington/6044/lattb.6044.1.tb.xml|23|5,emo,directsp,main,11,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|24,/harrington/6044/lattb.6044.1.tb.xml|24|7,quod,causal,hypo,16,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|24,/harrington/6044/lattb.6044.1.tb.xml|24|2,pudeo,directsp,main,16,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|25,/harrington/6044/lattb.6044.1.tb.xml|25|1,respicio,directsp,main,5,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|25,/harrington/6044/lattb.6044.1.tb.xml|25|4,scrutor,directsp,main,5,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|26,/harrington/6044/lattb.6044.1.tb.xml|26|1,facio,directsp,main,11,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|26,/harrington/6044/lattb.6044.1.tb.xml|26|7,defendo,directsp,main,11,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|28,/harrington/6044/lattb.6044.1.tb.xml|28|2,sum,directsp,main,9,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|29,/harrington/6044/lattb.6044.1.tb.xml|29|3,lambo,directsp,main,16,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|29,/harrington/6044/lattb.6044.1.tb.xml|29|11,subeo,directsp,main,16,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|29,/harrington/6044/lattb.6044.1.tb.xml|29|15,palleo,directsp,main,16,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|30,/harrington/6044/lattb.6044.1.tb.xml|30|3,ago,directsp,main,13,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|30,/harrington/6044/lattb.6044.1.tb.xml|30|8,nosco,directsp,main,13,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|30,/harrington/6044/lattb.6044.1.tb.xml|30|15,moveo,directsp,main,13,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|31,/harrington/6044/lattb.6044.1.tb.xml|31|1,luctor,directsp,main,33,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|31,/harrington/6044/lattb.6044.1.tb.xml|31|4,comedo,directsp,main,33,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|31,/harrington/6044/lattb.6044.1.tb.xml|31|10,traho,directsp,main,33,13223
4,Sati,/harrington/6044/lattb.6044.1.tb.xml|31,/harrington/6044/lattb.6044.1.tb.xml|31|14,refero,directsp,main,33,13223
5,Sati,/harrington/6044/lattb.6044.1.tb.xml|31,/harrington/6044/lattb.6044.1.tb.xml|31|26,torqueo,directsp,main,33,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|32,/harrington/6044/lattb.6044.1.tb.xml|32|1,nosco,directsp,main,14,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|33,/harrington/6044/lattb.6044.1.tb.xml|33|2,sum,directsp,main,7,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|34,/harrington/6044/lattb.6044.1.tb.xml|34|2,nubo,directsp,main,4,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|34,/harrington/6044/lattb.6044.1.tb.xml|34|4,taceo,directsp,main,4,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|35,/harrington/6044/lattb.6044.1.tb.xml|35|1,dono,directsp,main,3,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|36,/harrington/6044/lattb.6044.1.tb.xml|36|4,hic,spatial,para,7,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|36,/harrington/6044/lattb.6044.1.tb.xml|36|7,fero,directsp,main,7,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|37,/harrington/6044/lattb.6044.1.tb.xml|37|1,do,directsp,main,7,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|37,/harrington/6044/lattb.6044.1.tb.xml|37|5,vexo,directsp,main,7,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|38,/harrington/6044/lattb.6044.1.tb.xml|38|1,fugio,main,main,7,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|39,/harrington/6044/lattb.6044.1.tb.xml|39|2,enim,causal,para,4,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|40,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,20,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|40,/harrington/6044/lattb.6044.1.tb.xml|40|4,facio,main,main,20,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|41,/harrington/6044/lattb.6044.1.tb.xml|41|1,sum,main,main,14,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|41,/harrington/6044/lattb.6044.1.tb.xml|41|5,damno,main,main,14,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|41,/harrington/6044/lattb.6044.1.tb.xml|41|15,sumo,main,main,14,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|42,/harrington/6044/lattb.6044.1.tb.xml|42|4,ardeo,directsp,main,5,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|42,/harrington/6044/lattb.6044.1.tb.xml|42|6,aestuo,directsp,main,5,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|43,/harrington/6044/lattb.6044.1.tb.xml|43|2,ago,main,main,2,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|44,/harrington/6044/lattb.6044.1.tb.xml|44|2,sum,main,main,4,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|46,/harrington/6044/lattb.6044.1.tb.xml|46|3,proclamo,main,main,9,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|47,/harrington/6044/lattb.6044.1.tb.xml|47|1,quaero,main,main,5,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|48,/harrington/6044/lattb.6044.1.tb.xml|48|10,perluceo,main,main,8,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|49,/harrington/6044/lattb.6044.1.tb.xml|49|1,do,main,main,26,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|49,/harrington/6044/lattb.6044.1.tb.xml|49|6,do,main,main,26,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|50,/harrington/6044/lattb.6044.1.tb.xml|50|5,audeo,main,main,6,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|51,/harrington/6044/lattb.6044.1.tb.xml|51|3,sum,main,main,4,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|52,/harrington/6044/lattb.6044.1.tb.xml|52|31,procul,spatial,para,33,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|52,/harrington/6044/lattb.6044.1.tb.xml|52|33,intro,spatial,para,33,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|52,/harrington/6044/lattb.6044.1.tb.xml|52|6,domus,spatial,para,33,13223
4,Sati,/harrington/6044/lattb.6044.1.tb.xml|52,/harrington/6044/lattb.6044.1.tb.xml|52|1,accipio,main,main,33,13223
5,Sati,/harrington/6044/lattb.6044.1.tb.xml|52,/harrington/6044/lattb.6044.1.tb.xml|52|33,intro,main,main,33,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|53,/harrington/6044/lattb.6044.1.tb.xml|53|5,pateo,main,main,5,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|54,/harrington/6044/lattb.6044.1.tb.xml|54|11,hic,spatial,para,9,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|54,/harrington/6044/lattb.6044.1.tb.xml|54|5,clamo,main,main,9,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|54,/harrington/6044/lattb.6044.1.tb.xml|54|2,eo,directsp,main,9,13223
4,Sati,/harrington/6044/lattb.6044.1.tb.xml|54,/harrington/6044/lattb.6044.1.tb.xml|54|10,gemo,directsp,main,9,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|55,/harrington/6044/lattb.6044.1.tb.xml|55|3,colo,main,main,10,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|56,/harrington/6044/lattb.6044.1.tb.xml|56|7,produco,main,main,13,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|56,/harrington/6044/lattb.6044.1.tb.xml|56|9,pingo,main,main,13,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|57,/harrington/6044/lattb.6044.1.tb.xml|57|2,bibo,main,main,22,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|57,/harrington/6044/lattb.6044.1.tb.xml|57|11,impleo,main,main,22,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|58,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,19,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|58,/harrington/6044/lattb.6044.1.tb.xml|58|2,teneo,main,main,19,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|60,/harrington/6044/lattb.6044.1.tb.xml|60|4,sum,main,main,9,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|62,/harrington/6044/lattb.6044.1.tb.xml|62|1,hic,spatial,para,32,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|62,/harrington/6044/lattb.6044.1.tb.xml|62|9,hic,spatial,para,32,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|63,/harrington/6044/lattb.6044.1.tb.xml|63|3,exspecto,main,main,13,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|64,/harrington/6044/lattb.6044.1.tb.xml|64|2,do,main,main,12,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|65,/harrington/6044/lattb.6044.1.tb.xml|65|1,signo,main,main,13,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|65,/harrington/6044/lattb.6044.1.tb.xml|65|4,dico,main,main,13,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|65,/harrington/6044/lattb.6044.1.tb.xml|65|11,sedeo,main,main,13,13223
4,Sati,/harrington/6044/lattb.6044.1.tb.xml|65,/harrington/6044/lattb.6044.1.tb.xml|65|14,jaceo,main,main,13,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|66,/harrington/6044/lattb.6044.1.tb.xml|66|6,sum,main,main,8,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|67,/harrington/6044/lattb.6044.1.tb.xml|67|2,horreo,main,main,14,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|67,/harrington/6044/lattb.6044.1.tb.xml|67|6,puto,main,main,14,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|68,/harrington/6044/lattb.6044.1.tb.xml|68|7,sumo,main,main,16,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|70,/harrington/6044/lattb.6044.1.tb.xml|70|3,tango,main,main,7,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|71,/harrington/6044/lattb.6044.1.tb.xml|71|1,trado,main,main,21,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|71,/harrington/6044/lattb.6044.1.tb.xml|71|13,quasso,main,main,21,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|71,/harrington/6044/lattb.6044.1.tb.xml|71|19,pulso,main,main,21,13223
4,Sati,/harrington/6044/lattb.6044.1.tb.xml|71,/harrington/6044/lattb.6044.1.tb.xml|71|23,queror,main,main,21,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|72,/harrington/6044/lattb.6044.1.tb.xml|72|2,ergo,causal,para,9,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|72,/harrington/6044/lattb.6044.1.tb.xml|72|1,vado,main,main,9,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|72,/harrington/6044/lattb.6044.1.tb.xml|72|4,cedo,main,main,9,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|73,/harrington/6044/lattb.6044.1.tb.xml|73|3,cras,temporal,para,9,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|75,/harrington/6044/lattb.6044.1.tb.xml|75|3,quaero,directsp,main,2,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|76,/harrington/6044/lattb.6044.1.tb.xml|76|1,nubo,directsp,main,6,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|76,/harrington/6044/lattb.6044.1.tb.xml|76|6,adhibeo,directsp,main,6,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|77,/harrington/6044/lattb.6044.1.tb.xml|77|5,fio,main,main,13,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|77,/harrington/6044/lattb.6044.1.tb.xml|77|7,fio,main,main,13,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|77,/harrington/6044/lattb.6044.1.tb.xml|77|11,cupio,main,main,13,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|78,/harrington/6044/lattb.6044.1.tb.xml|78|5,haereo,main,main,12,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|80,/harrington/6044/lattb.6044.1.tb.xml|80|2,morior,main,main,17,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|80,/harrington/6044/lattb.6044.1.tb.xml|80|8,prosum,main,main,17,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|80,/harrington/6044/lattb.6044.1.tb.xml|80|15,prosum,main,main,17,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|81,/harrington/6044/lattb.6044.1.tb.xml|81|38,tunc,temporal,para,39,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|81,/harrington/6044/lattb.6044.1.tb.xml|81|1,vinco,main,main,39,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|81,/harrington/6044/lattb.6044.1.tb.xml|81|9,lustro,main,main,39,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|82,/harrington/6044/lattb.6044.1.tb.xml|82|30,nondum,temporal,para,30,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|82,/harrington/6044/lattb.6044.1.tb.xml|82|25,credo,main,main,30,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|83,/harrington/6044/lattb.6044.1.tb.xml|83|4,puto,main,main,4,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|84,/harrington/6044/lattb.6044.1.tb.xml|84|27,hinc,mixed,para,28,13223
2,Sati,/harrington/6044/lattb.6044.1.tb.xml|84,/harrington/6044/lattb.6044.1.tb.xml|84|18,cannae,spatial,para,28,13223
3,Sati,/harrington/6044/lattb.6044.1.tb.xml|84,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,quotiens,temporal,hypo,28,13223
4,Sati,/harrington/6044/lattb.6044.1.tb.xml|84,/harrington/6044/lattb.6044.1.tb.xml|84|3,sentio,main,main,28,13223
1,Sati,/harrington/6044/lattb.6044.1.tb.xml|85,/harrington/6044/lattb.6044.1.tb.xml|85|1,cupio,main,main,13,13223
