CASE,WORK,SENT-ADDR,TOK-ADDR,LEM,TYPEA,TYPEB,SENTLEN,WORKLEN
3,Vul,/proiel/latin-nt.xml|10962,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,ubi,temporal,hypo,25,10337
4,Vul,/proiel/latin-nt.xml|10962,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,ubi,temporal,hypo,25,10337
5,Vul,/proiel/latin-nt.xml|10962,/proiel/latin-nt.xml|10962|163521,sum,main,main,25,10337
1,Vul,/proiel/latin-nt.xml|10963,/proiel/latin-nt.xml|10963|163546,enim,causal,para,8,10337
2,Vul,/proiel/latin-nt.xml|10963,/proiel/latin-nt.xml|10963|163548,sal(l)io,main,main,8,10337
3,Vul,/proiel/latin-nt.xml|10963,/proiel/latin-nt.xml|10963|163552,sal(l)io,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|10964,/proiel/latin-nt.xml|10964|163554,sum,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|10965,/proiel/latin-nt.xml|10965|163564,condio,main,main,9,10337
1,Vul,/proiel/latin-nt.xml|10966,/proiel/latin-nt.xml|10966|163565,habeo,main,main,9,10337
2,Vul,/proiel/latin-nt.xml|10966,/proiel/latin-nt.xml|10966|163571,habeo,main,main,9,10337
1,Vul,/proiel/latin-nt.xml|10967,/proiel/latin-nt.xml|10967|163575,inde,mixed,para,9,10337
2,Vul,/proiel/latin-nt.xml|10967,/proiel/latin-nt.xml|10967|163581,ultra,mixed,para,9,10337
3,Vul,/proiel/latin-nt.xml|10967,/proiel/latin-nt.xml|10967|163577,venio,main,main,9,10337
1,Vul,/proiel/latin-nt.xml|10968,/proiel/latin-nt.xml|10968|163585,iterum,temporal,para,6,10337
2,Vul,/proiel/latin-nt.xml|10968,/proiel/latin-nt.xml|10968|163584,convenio,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|10969,/proiel/latin-nt.xml|10969|163592,iterum,temporal,para,6,10337
2,Vul,/proiel/latin-nt.xml|10969,/proiel/latin-nt.xml|10969|163593,doceo,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|10970,/proiel/latin-nt.xml|10970|163598,interrogo,main,main,12,10337
1,Vul,/proiel/latin-nt.xml|10973,/proiel/latin-nt.xml|10973|163610,dico,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|10974,/proiel/latin-nt.xml|10974|163614,praecipio,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|10975,/proiel/latin-nt.xml|10975|163617,dico,main,main,2,10337
1,Vul,/proiel/latin-nt.xml|10976,/proiel/latin-nt.xml|10976|163619,permitto,main,main,7,10337
1,Vul,/proiel/latin-nt.xml|10977,/proiel/latin-nt.xml|10977|163628,aio,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|10978,/proiel/latin-nt.xml|10978|163633,scribo,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|10979,/proiel/latin-nt.xml|10979|163644,facio,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|10980,/proiel/latin-nt.xml|10980|163649,relinquo,main,main,13,10337
2,Vul,/proiel/latin-nt.xml|10980,/proiel/latin-nt.xml|10980|163656,adhaereo,main,main,13,10337
1,Vul,/proiel/latin-nt.xml|10981,/proiel/latin-nt.xml|10981|163661,sum,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|10982,/proiel/latin-nt.xml|10982|163667,iam,temporal,para,8,10337
2,Vul,/proiel/latin-nt.xml|10982,/proiel/latin-nt.xml|10982|163669,sum,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|10983,/proiel/latin-nt.xml|10983|163675,ergo,causal,para,7,10337
2,Vul,/proiel/latin-nt.xml|10983,/proiel/latin-nt.xml|10983|163680,separo,main,main,7,10337
1,Vul,/proiel/latin-nt.xml|10984,/proiel/latin-nt.xml|10984|163684,iterum,temporal,para,10,10337
2,Vul,/proiel/latin-nt.xml|10984,/proiel/latin-nt.xml|10984|163689,interrogo,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|10985,/proiel/latin-nt.xml|10985|163692,dico,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|10986,/proiel/latin-nt.xml|10986|163702,committo,main,main,11,10337
1,Vul,/proiel/latin-nt.xml|10987,/proiel/latin-nt.xml|10987|163714,moechor,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|10988,/proiel/latin-nt.xml|10988|163716,offero,main,main,7,10337
1,Vul,/proiel/latin-nt.xml|10989,/proiel/latin-nt.xml|10989|163724,comminor,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|10990,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,9,10337
2,Vul,/proiel/latin-nt.xml|10990,/proiel/latin-nt.xml|10990|163731,fero,main,main,9,10337
3,Vul,/proiel/latin-nt.xml|10990,/proiel/latin-nt.xml|10990|163733,aio,main,main,9,10337
1,Vul,/proiel/latin-nt.xml|10991,/proiel/latin-nt.xml|10991|163735,sino,main,main,9,10337
2,Vul,/proiel/latin-nt.xml|10991,/proiel/latin-nt.xml|10991|163742,prohibeo,main,main,9,10337
1,Vul,/proiel/latin-nt.xml|10992,/proiel/latin-nt.xml|10992|163746,enim,causal,para,5,10337
2,Vul,/proiel/latin-nt.xml|10992,/proiel/latin-nt.xml|10992|163745,sum,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|10993,/proiel/latin-nt.xml|10993|163750,dico,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|10994,/proiel/latin-nt.xml|10994|163760,intro,spatial,para,11,10337
2,Vul,/proiel/latin-nt.xml|10994,/proiel/latin-nt.xml|10994|163760,intro,main,main,11,10337
1,Vul,/proiel/latin-nt.xml|10995,/proiel/latin-nt.xml|10995|163771,benedico,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|10996,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,14,10337
2,Vul,/proiel/latin-nt.xml|10996,/proiel/latin-nt.xml|10996|163785,rogo,main,main,14,10337
1,Vul,/proiel/latin-nt.xml|10997,/proiel/latin-nt.xml|10997|163790,facio,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|10998,/proiel/latin-nt.xml|10998|163797,dico,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|10999,/proiel/latin-nt.xml|10999|163801,dico,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11001,/proiel/latin-nt.xml|11001|163809,nosco,main,main,20,10337
1,Vul,/proiel/latin-nt.xml|11003,/proiel/latin-nt.xml|11003|163831,aio,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11004,/proiel/latin-nt.xml|11004|163836,conservo,main,main,7,10337
1,Vul,/proiel/latin-nt.xml|11005,/proiel/latin-nt.xml|11005|163844,diligo,main,main,9,10337
2,Vul,/proiel/latin-nt.xml|11005,/proiel/latin-nt.xml|11005|163847,dico,main,main,9,10337
1,Vul,/proiel/latin-nt.xml|11006,/proiel/latin-nt.xml|11006|163851,desum,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|47443,/proiel/latin-nt.xml|47443|163852,vado,main,main,1,10337
1,Vul,/proiel/latin-nt.xml|47444,/proiel/latin-nt.xml|47444|163855,vendo,main,main,11,10337
2,Vul,/proiel/latin-nt.xml|47444,/proiel/latin-nt.xml|47444|163857,do,main,main,11,10337
3,Vul,/proiel/latin-nt.xml|47444,/proiel/latin-nt.xml|47444|163860,habeo,main,main,11,10337
1,Vul,/proiel/latin-nt.xml|47445,/proiel/latin-nt.xml|47445|163865,venio,main,main,2,10337
1,Vul,/proiel/latin-nt.xml|47446,/proiel/latin-nt.xml|47446|163866,sequor,main,main,2,10337
1,Vul,/proiel/latin-nt.xml|11009,/proiel/latin-nt.xml|11009|163872,abeo,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|11010,/proiel/latin-nt.xml|11010|163875,enim,causal,para,5,10337
2,Vul,/proiel/latin-nt.xml|11010,/proiel/latin-nt.xml|11010|163874,sum,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11011,/proiel/latin-nt.xml|11011|163882,aio,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|47447,/proiel/latin-nt.xml|47447|163893,introeo,main,main,9,10337
1,Vul,/proiel/latin-nt.xml|47448,/proiel/latin-nt.xml|47448|163896,obstupesco,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|11013,/proiel/latin-nt.xml|11013|163902,rursus,temporal,para,6,10337
2,Vul,/proiel/latin-nt.xml|11013,/proiel/latin-nt.xml|11013|163904,aio,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|47449,/proiel/latin-nt.xml|47449|163909,sum,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|47450,/proiel/latin-nt.xml|47450|163925,intro,spatial,para,13,10337
2,Vul,/proiel/latin-nt.xml|47450,/proiel/latin-nt.xml|47450|163917,sum,main,main,13,10337
1,Vul,/proiel/latin-nt.xml|11015,/proiel/latin-nt.xml|11015|163931,admiror,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|11016,/proiel/latin-nt.xml|11016|163938,possum,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11017,/proiel/latin-nt.xml|11017|163945,aio,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11018,/proiel/latin-nt.xml|11018|163949,sum,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|11019,/proiel/latin-nt.xml|11019|163955,enim,causal,para,6,10337
2,Vul,/proiel/latin-nt.xml|11019,/proiel/latin-nt.xml|11019|163957,sum,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|11020,/proiel/latin-nt.xml|11020|163960,coepi,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11021,/proiel/latin-nt.xml|11021|163966,dimitto,main,main,8,10337
2,Vul,/proiel/latin-nt.xml|11021,/proiel/latin-nt.xml|11021|163969,sequor,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|11022,/proiel/latin-nt.xml|11022|163974,aio,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|11023,/proiel/latin-nt.xml|11023|163976,dico,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|11024,/proiel/latin-nt.xml|11024|164005,nunc,temporal,para,50,10337
2,Vul,/proiel/latin-nt.xml|11024,/proiel/latin-nt.xml|11024|163979,sum,main,main,50,10337
1,Vul,/proiel/latin-nt.xml|11026,/proiel/latin-nt.xml|11026|164030,sum,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|11027,/proiel/latin-nt.xml|11027|164036,sum,main,main,7,10337
1,Vul,/proiel/latin-nt.xml|11028,/proiel/latin-nt.xml|11028|164044,praecedo,main,main,6,10337
2,Vul,/proiel/latin-nt.xml|11028,/proiel/latin-nt.xml|11028|164048,stupeo,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|11029,/proiel/latin-nt.xml|11029|164051,timeo,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|11030,/proiel/latin-nt.xml|11030|164054,iterum,temporal,para,11,10337
2,Vul,/proiel/latin-nt.xml|11030,/proiel/latin-nt.xml|11030|164056,coepi,main,main,11,10337
1,Vul,/proiel/latin-nt.xml|11031,/proiel/latin-nt.xml|11031|164065,ascendo,main,main,23,10337
2,Vul,/proiel/latin-nt.xml|11031,/proiel/latin-nt.xml|11031|164071,trado,main,main,23,10337
3,Vul,/proiel/latin-nt.xml|11031,/proiel/latin-nt.xml|11031|164079,damno,main,main,23,10337
4,Vul,/proiel/latin-nt.xml|11031,/proiel/latin-nt.xml|11031|164083,trado,main,main,23,10337
1,Vul,/proiel/latin-nt.xml|11032,/proiel/latin-nt.xml|11032|164087,illudo,main,main,12,10337
2,Vul,/proiel/latin-nt.xml|11032,/proiel/latin-nt.xml|11032|164090,conspuo,main,main,12,10337
3,Vul,/proiel/latin-nt.xml|11032,/proiel/latin-nt.xml|11032|164093,flagello,main,main,12,10337
4,Vul,/proiel/latin-nt.xml|11032,/proiel/latin-nt.xml|11032|164096,interficio,main,main,12,10337
1,Vul,/proiel/latin-nt.xml|11033,/proiel/latin-nt.xml|11033|164101,resurgo,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11034,/proiel/latin-nt.xml|11034|164103,accedo,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|11035,/proiel/latin-nt.xml|11035|164113,volo,main,main,7,10337
1,Vul,/proiel/latin-nt.xml|11036,/proiel/latin-nt.xml|11036|164121,dico,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11037,/proiel/latin-nt.xml|11037|164124,volo,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11038,/proiel/latin-nt.xml|11038|164129,dico,main,main,2,10337
1,Vul,/proiel/latin-nt.xml|11039,/proiel/latin-nt.xml|11039|164130,do,main,main,16,10337
1,Vul,/proiel/latin-nt.xml|11040,/proiel/latin-nt.xml|11040|164148,aio,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11041,/proiel/latin-nt.xml|11041|164150,nescio,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|11042,/proiel/latin-nt.xml|11042|164153,possum,main,main,12,10337
1,Vul,/proiel/latin-nt.xml|11043,/proiel/latin-nt.xml|11043|164167,dico,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11044,/proiel/latin-nt.xml|11044|164169,possum,main,main,1,10337
1,Vul,/proiel/latin-nt.xml|11045,/proiel/latin-nt.xml|11045|164172,aio,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11046,/proiel/latin-nt.xml|11046|164179,bibo,main,main,12,10337
2,Vul,/proiel/latin-nt.xml|11046,/proiel/latin-nt.xml|11046|164185,baptizo,main,main,12,10337
1,Vul,/proiel/latin-nt.xml|11047,/proiel/latin-nt.xml|11047|164195,sum,main,main,16,10337
1,Vul,/proiel/latin-nt.xml|11048,/proiel/latin-nt.xml|11048|164205,coepi,main,main,9,10337
1,Vul,/proiel/latin-nt.xml|11049,/proiel/latin-nt.xml|11049|164215,aio,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|11050,/proiel/latin-nt.xml|11050|164217,scio,main,main,9,10337
1,Vul,/proiel/latin-nt.xml|11051,/proiel/latin-nt.xml|11051|164230,habeo,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|11052,/proiel/latin-nt.xml|11052|164234,sum,main,main,14,10337
2,Vul,/proiel/latin-nt.xml|11052,/proiel/latin-nt.xml|11052|164243,sum,main,main,14,10337
1,Vul,/proiel/latin-nt.xml|11053,/proiel/latin-nt.xml|11053|164253,sum,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|11054,/proiel/latin-nt.xml|11054|164261,venio,main,main,19,10337
1,Vul,/proiel/latin-nt.xml|11055,/proiel/latin-nt.xml|11055|164276,venio,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|11056,/proiel/latin-nt.xml|11056|164293,sedeo,main,main,19,10337
1,Vul,/proiel/latin-nt.xml|11057,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,11,10337
2,Vul,/proiel/latin-nt.xml|11057,/proiel/latin-nt.xml|11057|164304,coepi,main,main,11,10337
1,Vul,/proiel/latin-nt.xml|11058,/proiel/latin-nt.xml|11058|164311,misereor,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11059,/proiel/latin-nt.xml|11059|164314,comminor,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|11060,/proiel/latin-nt.xml|11060|164323,clamo,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11061,/proiel/latin-nt.xml|11061|164326,misereor,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11062,/proiel/latin-nt.xml|11062|164331,praecipio,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|11063,/proiel/latin-nt.xml|11063|164335,voco,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11064,/proiel/latin-nt.xml|11064|164340,sum,main,main,2,10337
1,Vul,/proiel/latin-nt.xml|47451,/proiel/latin-nt.xml|47451|164341,surgo,main,main,1,10337
1,Vul,/proiel/latin-nt.xml|47452,/proiel/latin-nt.xml|47452|164342,voco,main,main,2,10337
1,Vul,/proiel/latin-nt.xml|11066,/proiel/latin-nt.xml|11066|164349,venio,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|11067,/proiel/latin-nt.xml|11067|164356,dico,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11068,/proiel/latin-nt.xml|11068|164358,volo,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11069,/proiel/latin-nt.xml|11069|164363,dico,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11071,/proiel/latin-nt.xml|11071|164370,aio,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|47453,/proiel/latin-nt.xml|47453|164372,vado,main,main,1,10337
1,Vul,/proiel/latin-nt.xml|47454,/proiel/latin-nt.xml|47454|164377,facio,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11073,/proiel/latin-nt.xml|11073|164380,video,main,main,8,10337
2,Vul,/proiel/latin-nt.xml|11073,/proiel/latin-nt.xml|11073|164382,sequor,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|11074,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,17,10337
2,Vul,/proiel/latin-nt.xml|11074,/proiel/latin-nt.xml|11074|164395,mitto,main,main,17,10337
3,Vul,/proiel/latin-nt.xml|11074,/proiel/latin-nt.xml|11074|164401,aio,main,main,17,10337
1,Vul,/proiel/latin-nt.xml|11075,/proiel/latin-nt.xml|11075|164408,contra,spatial,para,20,10337
2,Vul,/proiel/latin-nt.xml|11075,/proiel/latin-nt.xml|11075|164413,illuc,spatial,para,20,10337
3,Vul,/proiel/latin-nt.xml|11075,/proiel/latin-nt.xml|11075|164411,statim,temporal,para,20,10337
4,Vul,/proiel/latin-nt.xml|11075,/proiel/latin-nt.xml|11075|164420,adhuc,temporal,para,20,10337
5,Vul,/proiel/latin-nt.xml|11075,/proiel/latin-nt.xml|11075|164403,eo,main,main,20,10337
6,Vul,/proiel/latin-nt.xml|11075,/proiel/latin-nt.xml|11075|164414,invenio,main,main,20,10337
1,Vul,/proiel/latin-nt.xml|11076,/proiel/latin-nt.xml|11076|164423,solvo,main,main,4,10337
2,Vul,/proiel/latin-nt.xml|11076,/proiel/latin-nt.xml|11076|164426,adduco,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11077,/proiel/latin-nt.xml|11077|164443,huc,spatial,para,17,10337
2,Vul,/proiel/latin-nt.xml|11077,/proiel/latin-nt.xml|11077|164434,dico,main,main,17,10337
3,Vul,/proiel/latin-nt.xml|11077,/proiel/latin-nt.xml|11077|164433,facio,parenth,main,17,10337
1,Vul,/proiel/latin-nt.xml|11081,/proiel/latin-nt.xml|11081|164451,foris,spatial,para,10,10337
2,Vul,/proiel/latin-nt.xml|11081,/proiel/latin-nt.xml|11081|164446,invenio,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|11082,/proiel/latin-nt.xml|11082|164455,solvo,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|11083,/proiel/latin-nt.xml|11083|164460,illic,spatial,para,7,10337
2,Vul,/proiel/latin-nt.xml|11083,/proiel/latin-nt.xml|11083|164462,dico,main,main,7,10337
1,Vul,/proiel/latin-nt.xml|11084,/proiel/latin-nt.xml|11084|164465,facio,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11085,/proiel/latin-nt.xml|11085|164469,dico,main,main,10,10337
2,Vul,/proiel/latin-nt.xml|11085,/proiel/latin-nt.xml|11085|164476,dimitto,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|11086,/proiel/latin-nt.xml|11086|164479,duco,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11087,/proiel/latin-nt.xml|11087|164484,impono,main,main,9,10337
2,Vul,/proiel/latin-nt.xml|11087,/proiel/latin-nt.xml|11087|164489,sedeo,main,main,9,10337
1,Vul,/proiel/latin-nt.xml|11088,/proiel/latin-nt.xml|11088|164496,sterno,main,main,7,10337
1,Vul,/proiel/latin-nt.xml|11089,/proiel/latin-nt.xml|11089|164502,caedo,main,main,10,10337
2,Vul,/proiel/latin-nt.xml|11089,/proiel/latin-nt.xml|11089|164506,sterno,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|11090,/proiel/latin-nt.xml|11090|164515,clamo,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|11095,/proiel/latin-nt.xml|11095|164535,introeo,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11096,/proiel/latin-nt.xml|11096|164543,iam,temporal,para,13,10337
2,Vul,/proiel/latin-nt.xml|11096,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,13,10337
3,Vul,/proiel/latin-nt.xml|11096,/proiel/latin-nt.xml|11096|164547,exeo,main,main,13,10337
1,Vul,/proiel/latin-nt.xml|11097,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,8,10337
2,Vul,/proiel/latin-nt.xml|11097,/proiel/latin-nt.xml|11097|164559,esurio,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|11098,/proiel/latin-nt.xml|11098|164564,longe,spatial,para,15,10337
2,Vul,/proiel/latin-nt.xml|11098,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,15,10337
3,Vul,/proiel/latin-nt.xml|11098,/proiel/latin-nt.xml|11098|164568,venio,main,main,15,10337
1,Vul,/proiel/latin-nt.xml|11099,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,9,10337
2,Vul,/proiel/latin-nt.xml|11099,/proiel/latin-nt.xml|11099|164581,invenio,main,main,9,10337
1,Vul,/proiel/latin-nt.xml|11100,/proiel/latin-nt.xml|11100|164585,enim,causal,para,5,10337
2,Vul,/proiel/latin-nt.xml|11100,/proiel/latin-nt.xml|11100|164586,sum,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11101,/proiel/latin-nt.xml|11101|164591,dico,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11102,/proiel/latin-nt.xml|11102|164593,iam,temporal,para,10,10337
2,Vul,/proiel/latin-nt.xml|11102,/proiel/latin-nt.xml|11102|164602,manduco,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|11103,/proiel/latin-nt.xml|11103|164604,audio,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11104,/proiel/latin-nt.xml|11104|164608,venio,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|11105,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,11,10337
2,Vul,/proiel/latin-nt.xml|11105,/proiel/latin-nt.xml|11105|164614,coepi,main,main,11,10337
1,Vul,/proiel/latin-nt.xml|11106,/proiel/latin-nt.xml|11106|164628,everto,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|11107,/proiel/latin-nt.xml|11107|164631,sino,main,main,9,10337
1,Vul,/proiel/latin-nt.xml|11108,/proiel/latin-nt.xml|11108|164639,doceo,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11109,/proiel/latin-nt.xml|11109|164643,scribo,main,main,11,10337
1,Vul,/proiel/latin-nt.xml|11111,/proiel/latin-nt.xml|11111|164655,facio,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|11112,/proiel/latin-nt.xml|11112|164665,quaero,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|11113,/proiel/latin-nt.xml|11113|164670,enim,causal,para,10,10337
2,Vul,/proiel/latin-nt.xml|11113,/proiel/latin-nt.xml|11113|164672,quoniam,causal,hypo,10,10337
3,Vul,/proiel/latin-nt.xml|11113,/proiel/latin-nt.xml|11113|164669,timeo,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|11114,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,8,10337
2,Vul,/proiel/latin-nt.xml|11114,/proiel/latin-nt.xml|11114|164684,egredior,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|11115,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,10,10337
2,Vul,/proiel/latin-nt.xml|11115,/proiel/latin-nt.xml|11115|164691,video,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|11116,/proiel/latin-nt.xml|11116|164700,dico,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11117,/proiel/latin-nt.xml|11117|164707,areo,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|11118,/proiel/latin-nt.xml|11118|164711,aio,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11119,/proiel/latin-nt.xml|11119|164713,habeo,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|47455,/proiel/latin-nt.xml|47455|164717,dico,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|47456,/proiel/latin-nt.xml|47456|164740,fio,main,main,23,10337
1,Vul,/proiel/latin-nt.xml|47457,/proiel/latin-nt.xml|47457|164742,propterea,causal,para,3,10337
2,Vul,/proiel/latin-nt.xml|47457,/proiel/latin-nt.xml|47457|164743,dico,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|47458,/proiel/latin-nt.xml|47458|164749,credo,main,main,10,10337
2,Vul,/proiel/latin-nt.xml|47458,/proiel/latin-nt.xml|47458|164753,venio,main,main,10,10337
1,Vul,/proiel/latin-nt.xml|11123,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,23,10337
2,Vul,/proiel/latin-nt.xml|11123,/proiel/latin-nt.xml|11123|164756,cum,temporal,hypo,23,10337
3,Vul,/proiel/latin-nt.xml|11123,/proiel/latin-nt.xml|11123|164760,dimitto,main,main,23,10337
1,Vul,/proiel/latin-nt.xml|11125,/proiel/latin-nt.xml|11125|164790,dimitto,main,main,16,10337
1,Vul,/proiel/latin-nt.xml|11127,/proiel/latin-nt.xml|11127|164796,rursus,temporal,para,4,10337
2,Vul,/proiel/latin-nt.xml|11127,/proiel/latin-nt.xml|11127|164795,venio,main,main,4,10337
1,Vul,/proiel/latin-nt.xml|11128,file:///C:/Users/matth/Documents/GitHub/ma_thesis_23-24/agldt_search.xqm||,cum,temporal,hypo,14,10337
2,Vul,/proiel/latin-nt.xml|11128,/proiel/latin-nt.xml|11128|164803,accedo,main,main,14,10337
1,Vul,/proiel/latin-nt.xml|11129,/proiel/latin-nt.xml|11129|164813,dico,main,main,3,10337
1,Vul,/proiel/latin-nt.xml|11130,/proiel/latin-nt.xml|11130|164819,facio,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11131,/proiel/latin-nt.xml|11131|164823,do,main,main,9,10337
1,Vul,/proiel/latin-nt.xml|11132,/proiel/latin-nt.xml|11132|164832,aio,main,main,5,10337
1,Vul,/proiel/latin-nt.xml|11133,/proiel/latin-nt.xml|11133|164834,interrogo,main,main,6,10337
1,Vul,/proiel/latin-nt.xml|11134,/proiel/latin-nt.xml|11134|164841,respondeo,main,main,11,10337
2,Vul,/proiel/latin-nt.xml|11134,/proiel/latin-nt.xml|11134|164844,dico,main,main,11,10337
1,Vul,/proiel/latin-nt.xml|11135,/proiel/latin-nt.xml|11135|164855,sum,main,main,8,10337
1,Vul,/proiel/latin-nt.xml|11136,/proiel/latin-nt.xml|11136|164859,respondeo,main,main,2,10337
1,Vul,/proiel/latin-nt.xml|11137,/proiel/latin-nt.xml|11137|164863,cogito,main,main,6,10337
